SCHOOL_ID,Y,X,Altitude,dx,dy
609951,41.81117346,-87.59750293,0,2,2
609952,41.82966928,-87.67149237,0,2,2
609954,41.87074216,-87.71866613,0,2,2
609955,41.73892016,-87.64502524,0,2,2
609956,41.77546426,-87.75880329,0,2,2
609958,41.81300737,-87.69936419,0,2,2
609959,41.84995832,-87.63380633,0,2,2
609960,41.78019173,-87.77657871,0,2,2
609961,41.74375308,-87.55186172,0,2,2
609963,41.94521965,-87.67086537,0,2,2
609964,41.80724156,-87.66117466,0,2,2
609966,41.85271913,-87.6962433,0,2,2
609967,41.84921491,-87.68566784,0,2,2
609968,41.91481634,-87.72393113,0,2,2
609969,41.79344724,-87.5868546,0,2,2
609971,41.75734054,-87.63273687,0,2,2
609972,41.96402871,-87.72312804,0,2,2
609973,41.8413938,-87.73431332,0,2,2
609974,41.94227549,-87.65770888,0,2,2
609975,41.89917136,-87.75581325,0,2,2
609976,41.99454089,-87.66850377,0,2,2
609977,41.77336553,-87.594392,0,2,2
609978,41.70755762,-87.60466041,0,2,2
609979,41.83959486,-87.64034075,0,2,2
609981,41.808175,-87.74572606,0,2,2
609983,41.80711213,-87.67332726,0,2,2
609985,41.87866465,-87.73580189,0,2,2
609986,41.79059129,-87.67188731,0,2,2
609987,41.81578775,-87.63366448,0,2,2
609988,41.9589888,-87.71563237,0,2,2
609990,41.86687451,-87.628615,0,2,2
609991,41.8620813,-87.71899385,0,2,2
609993,41.8097703,-87.67218159,0,2,2
609994,41.97033524,-87.71036161,0,2,2
609995,41.9836717,-87.77912305,0,2,2
609996,41.83802739,-87.65379167,0,2,2
609997,41.79378765,-87.64979536,0,2,2
610000,41.89361221,-87.75939838,0,2,2
610002,41.73333775,-87.5682281,0,2,2
610003,41.74245163,-87.65363345,0,2,2
610004,41.70033514,-87.61124446,0,2,2
610005,41.86051774,-87.73177739,0,2,2
610006,41.76678528,-87.71954083,0,2,2
610009,41.87125482,-87.65336555,0,2,2
610010,41.9392475,-87.67580972,0,2,2
610011,41.98464078,-87.70052942,0,2,2
610012,41.90205484,-87.64105556,0,2,2
610013,41.85884888,-87.66220943,0,2,2
610015,41.85806478,-87.65230159,0,2,2
610016,41.72526344,-87.67723251,0,2,2
610017,41.84794072,-87.69731554,0,2,2
610019,41.77645281,-87.64089203,0,2,2
610021,41.90450277,-87.71423365,0,2,2
610022,42.00364046,-87.66822247,0,2,2
610024,41.84848777,-87.71601741,0,2,2
610026,41.78996463,-87.7794826,0,2,2
610027,41.72362691,-87.63952072,0,2,2
610029,41.90888613,-87.66509327,0,2,2
610030,41.79800188,-87.60248145,0,2,2
610032,41.71929195,-87.65250014,0,2,2
610033,41.91389953,-87.63756486,0,2,2
610034,41.86296002,-87.71295679,0,2,2
610036,41.90682605,-87.75454995,0,2,2
610037,41.79768483,-87.65993282,0,2,2
610038,41.92452482,-87.6444973,0,2,2
610039,41.94000928,-87.70263467,0,2,2
610040,41.9188141,-87.74851501,0,2,2
610041,41.93176235,-87.79560407,0,2,2
610043,41.91271803,-87.78391885,0,2,2
610044,41.90651959,-87.710217,0,2,2
610046,41.93419216,-87.7771742,0,2,2
610047,41.75954806,-87.5907124,0,2,2
610048,41.90824688,-87.63982651,0,2,2
610051,41.92015477,-87.75815426,0,2,2
610052,41.74827413,-87.57481564,0,2,2
610053,41.77388108,-87.6970298,0,2,2
610054,41.71658801,-87.55248343,0,2,2
610055,41.87971359,-87.70809202,0,2,2
610056,41.8568637,-87.73167243,0,2,2
610057,41.7809039,-87.69211506,0,2,2
610059,41.92320352,-87.65728744,0,2,2
610060,41.87429964,-87.66098467,0,2,2
610062,41.82999286,-87.64110257,0,2,2
610063,41.84226717,-87.70630009,0,2,2
610065,41.77542384,-87.60935721,0,2,2
610066,41.73454991,-87.61921444,0,2,2
610067,41.76814277,-87.6917865,0,2,2
610068,41.92395526,-87.76151477,0,2,2
610070,41.96784687,-87.67628825,0,2,2
610073,41.89208217,-87.68318459,0,2,2
610074,41.9299886,-87.71922375,0,2,2
610075,41.86472415,-87.66644423,0,2,2
610076,41.91250548,-87.69694139,0,2,2
610077,41.78431328,-87.68854926,0,2,2
610078,41.9490033,-87.65157334,0,2,2
610081,41.84440016,-87.64133981,0,2,2
610082,41.69573386,-87.70580995,0,2,2
610083,41.97012488,-87.78963033,0,2,2
610084,41.69717033,-87.69727834,0,2,2
610086,41.70195212,-87.64765249,0,2,2
610087,41.77655627,-87.79060442,0,2,2
610088,41.92090965,-87.72188814,0,2,2
610089,41.95007775,-87.71683185,0,2,2
610090,41.79853549,-87.59334041,0,2,2
610091,41.66487335,-87.63895773,0,2,2
610092,41.89180975,-87.74793588,0,2,2
610093,41.73840659,-87.62093345,0,2,2
610094,41.94163655,-87.64456122,0,2,2
610095,41.91394722,-87.64599025,0,2,2
610096,41.79771438,-87.68913886,0,2,2
610097,41.91958145,-87.73142009,0,2,2
610098,41.90615515,-87.72995463,0,2,2
610099,41.98815251,-87.80297944,0,2,2
610100,41.90690721,-87.7324431,0,2,2
610102,41.75467006,-87.6454695,0,2,2
610103,41.76860231,-87.57280596,0,2,2
610104,41.99379035,-87.79310826,0,2,2
610105,41.97850138,-87.81205404,0,2,2
610106,41.90013966,-87.7312606,0,2,2
610107,41.89180608,-87.66542624,0,2,2
610108,41.77457107,-87.674865,0,2,2
610109,41.74284992,-87.70574909,0,2,2
610110,41.82735527,-87.61977966,0,2,2
610111,41.97328939,-87.73921295,0,2,2
610112,41.7707798,-87.63408586,0,2,2
610115,41.76647654,-87.61154559,0,2,2
610116,41.76855519,-87.58295438,0,2,2
610117,41.78689538,-87.73266646,0,2,2
610120,41.78789897,-87.71921626,0,2,2
610121,41.87159549,-87.68361565,0,2,2
610122,41.98345579,-87.66585004,0,2,2
610123,41.85837242,-87.72238555,0,2,2
610124,41.72853414,-87.59625662,0,2,2
610125,41.84810094,-87.68074454,0,2,2
610126,41.83652695,-87.61833765,0,2,2
610127,41.98155714,-87.71258258,0,2,2
610128,41.70660286,-87.64757717,0,2,2
610129,41.8529004,-87.68329074,0,2,2
610130,41.74034023,-87.60789114,0,2,2
610131,41.8602589,-87.69252575,0,2,2
610132,41.70263,-87.60641917,0,2,2
610133,41.89323561,-87.71879729,0,2,2
610135,41.95698764,-87.761007,0,2,2
610136,41.9288411,-87.6695275,0,2,2
610137,41.96561907,-87.77241417,0,2,2
610138,41.91848628,-87.68380143,0,2,2
610139,41.68881935,-87.60943097,0,2,2
610141,41.96074569,-87.67092242,0,2,2
610142,41.79234788,-87.59475207,0,2,2
610143,41.80417379,-87.60492543,0,2,2
610144,41.94109399,-87.71954054,0,2,2
610145,41.9430189,-87.76898262,0,2,2
610146,41.76419586,-87.60017682,0,2,2
610147,42.01526505,-87.69718539,0,2,2
610148,41.80714283,-87.66603693,0,2,2
610152,41.75194558,-87.61806645,0,2,2
610153,41.73537939,-87.6388427,0,2,2
610155,41.99116925,-87.74595144,0,2,2
610157,41.7974982,-87.70500578,0,2,2
610158,41.91415063,-87.79872071,0,2,2
610159,41.9416776,-87.73217878,0,2,2
610163,42.01689164,-87.81419465,0,2,2
610165,41.93040332,-87.76119047,0,2,2
610167,41.81033324,-87.66877201,0,2,2
610170,41.81106861,-87.70419859,0,2,2
610171,41.73171692,-87.55278794,0,2,2
610172,41.79976621,-87.65022145,0,2,2
610173,41.79080024,-87.63227938,0,2,2
610174,41.81590949,-87.68964724,0,2,2
610175,41.80429402,-87.59390494,0,2,2
610176,41.69091888,-87.65866905,0,2,2
610177,41.87910254,-87.65941898,0,2,2
610178,41.71698887,-87.59693188,0,2,2
610179,41.95886804,-87.78197454,0,2,2
610180,41.86535102,-87.65344503,0,2,2
610182,41.99394233,-87.72404263,0,2,2
610183,41.8848764,-87.75044473,0,2,2
610185,41.74710688,-87.73166568,0,2,2
610188,41.69649616,-87.6399736,0,2,2
610191,41.99535905,-87.68479279,0,2,2
610192,41.91193808,-87.7133175,0,2,2
610193,41.74382852,-87.54292761,0,2,2
610194,41.87082838,-87.73352395,0,2,2
610195,41.71144507,-87.67682117,0,2,2
610196,41.98913906,-87.65829608,0,2,2
610197,41.89240461,-87.67372272,0,2,2
610198,41.71547038,-87.53297077,0,2,2
610199,41.67750545,-87.65811084,0,2,2
610200,41.73332424,-87.54427998,0,2,2
610201,41.94857131,-87.7776313,0,2,2
610202,41.88410224,-87.73056639,0,2,2
610203,41.78752323,-87.70817918,0,2,2
610206,41.7990464,-87.7589284,0,2,2
610207,41.72081703,-87.66555862,0,2,2
610208,41.69626235,-87.62714769,0,2,2
610209,41.971634,-87.72460522,0,2,2
610212,41.97150444,-87.71060879,0,2,2
610213,41.7734779,-87.60101811,0,2,2
610215,41.84095691,-87.70506426,0,2,2
610216,41.85483575,-87.64808617,0,2,2
610217,41.84398009,-87.63535579,0,2,2
610218,41.72676291,-87.57535255,0,2,2
610219,41.68813148,-87.5360153,0,2,2
610220,41.9643654,-87.69133251,0,2,2
610221,41.86991586,-87.72752437,0,2,2
610223,41.7650759,-87.65820484,0,2,2
610225,41.68390701,-87.65538382,0,2,2
610226,41.79234608,-87.71098733,0,2,2
610227,41.84008043,-87.72554564,0,2,2
610229,41.90705301,-87.67776098,0,2,2
610230,42.00749067,-87.77834486,0,2,2
610231,41.85279977,-87.62930833,0,2,2
610234,41.91503855,-87.70028031,0,2,2
610235,41.90679057,-87.76714285,0,2,2
610237,41.80913476,-87.62713681,0,2,2
610238,41.76536057,-87.65301779,0,2,2
610239,41.80234287,-87.6722064,0,2,2
610242,41.95998416,-87.64974916,0,2,2
610244,41.87288501,-87.75332487,0,2,2
610245,41.89036863,-87.76766846,0,2,2
610246,41.79846496,-87.62569158,0,2,2
610248,41.94305592,-87.7781868,0,2,2
610249,41.79404805,-87.69026084,0,2,2
610250,41.90141653,-87.63363243,0,2,2
610251,41.88294993,-87.69918701,0,2,2
610252,41.87986982,-87.68031497,0,2,2
610254,41.85888345,-87.71574357,0,2,2
610256,41.81734933,-87.59906677,0,2,2
610257,41.88917813,-87.70510783,0,2,2
610263,41.77990049,-87.61721418,0,2,2
610268,41.74018379,-87.60117441,0,2,2
610269,41.97094908,-87.65475845,0,2,2
610271,41.87381495,-87.70224105,0,2,2
610274,41.86183619,-87.70313876,0,2,2
610276,41.81435828,-87.61661794,0,2,2
610279,41.76067264,-87.60679103,0,2,2
610281,41.7603318,-87.55678925,0,2,2
610282,41.89781907,-87.74673078,0,2,2
610284,42.00770257,-87.67316833,0,2,2
610287,41.74235057,-87.70960968,0,2,2
610290,41.7727275,-87.63727735,0,2,2
610291,41.77530539,-87.72888429,0,2,2
610293,41.87879893,-87.72466123,0,2,2
610295,41.68103137,-87.64699404,0,2,2
610298,41.74718592,-87.62804036,0,2,2
610299,41.76533498,-87.64133454,0,2,2
610300,41.74886823,-87.63475052,0,2,2
610304,41.87911823,-87.68696022,0,2,2
610305,41.87358678,-87.74927555,0,2,2
610308,41.88356817,-87.66947671,0,2,2
610312,41.73313231,-87.5895895,0,2,2
610313,41.90529385,-87.6857562,0,2,2
610315,41.67230941,-87.65053854,0,2,2
610316,41.72610746,-87.58218174,0,2,2
610317,41.8239,-87.69207693,0,2,2
610319,41.82935562,-87.66781651,0,2,2
610321,41.95249186,-87.71998812,0,2,2
610323,41.73462672,-87.55755003,0,2,2
610325,41.9339702,-87.70804088,0,2,2
610329,41.85775481,-87.67521046,0,2,2
610334,41.88621006,-87.71542312,0,2,2
610339,41.75892473,-87.64921669,0,2,2
610340,41.94305449,-87.77684657,0,2,2
610342,41.90681581,-87.68304994,0,2,2
610345,41.8144988,-87.60841877,0,2,2
610347,41.77751051,-87.6810612,0,2,2
610350,41.72969236,-87.57664295,0,2,2
610352,41.73884394,-87.72995529,0,2,2
610353,41.82437733,-87.71165364,0,2,2
610354,41.96172106,-87.70715073,0,2,2
610355,41.96230777,-87.66385296,0,2,2
610357,41.8477617,-87.69894611,0,2,2
610362,41.71566536,-87.63930547,0,2,2
610363,41.95681613,-87.64608274,0,2,2
610364,41.65373298,-87.61432001,0,2,2
610366,41.7161933,-87.64804432,0,2,2
610367,41.87797883,-87.76629755,0,2,2
610368,41.70534232,-87.62986866,0,2,2
610369,41.73412547,-87.64676673,0,2,2
610380,41.8061176,-87.62502998,0,2,2
610381,41.80520417,-87.62500447,0,2,2
610383,41.83350727,-87.73529947,0,2,2
610384,41.83616882,-87.73527796,0,2,2
610385,41.83528187,-87.7352833,0,2,2
610386,41.80351472,-87.66737777,0,2,2
610389,41.89444883,-87.72616633,0,2,2
610390,41.98902071,-87.66578851,0,2,2
610391,41.7820408,-87.67166185,0,2,2
610392,41.83439662,-87.73529222,0,2,2
610394,41.96554746,-87.65247335,0,2,2
610396,41.76440708,-87.70644465,0,2,2
610402,41.94138764,-87.69076139,0,2,2
610405,41.88321452,-87.67763611,0,2,2
610499,41.86414857,-87.70204159,0,2,2
610501,41.88512294,-87.76190895,0,2,2
610502,41.87912346,-87.68831372,0,2,2
610503,41.86697963,-87.72724438,0,2,2
610504,41.82777491,-87.67754185,0,2,2
610506,41.7814849,-87.63301879,0,2,2
610513,41.82814532,-87.63275698,0,2,2
610518,41.88599329,-87.76191637,0,2,2
610520,41.90291446,-87.67369603,0,2,2
610521,41.77122111,-87.66652988,0,2,2
610523,41.99423795,-87.81377123,0,2,2
610524,41.93579456,-87.68056201,0,2,2
610529,41.89354764,-87.65940468,0,2,2
610530,41.76775511,-87.5903961,0,2,2
610532,41.79347933,-87.71136992,0,2,2
610533,41.92131758,-87.76578057,0,2,2
610534,41.90510912,-87.6448415,0,2,2
610539,41.93493062,-87.77012726,0,2,2
610541,41.94002591,-87.72478312,0,2,2
610542,42.00295899,-87.70591721,0,2,2
610543,41.79520056,-87.71105882,0,2,2
610544,41.77107907,-87.73992023,0,2,2
610547,41.75879166,-87.57635264,0,2,2
610548,41.86857588,-87.66496913,0,2,2
610555,41.89567773,-87.75406405,0,2,2
610557,41.73523902,-87.70406007,0,2,2
610558,41.7537498,-87.70734535,0,2,2
610559,41.80649141,-87.68977977,0,2,2
610561,41.87694744,-87.68330135,0,2,2
610563,41.80841254,-87.67754137,0,2,2
610564,41.95248767,-87.72136351,0,2,2
610565,41.76389597,-87.64912435,0,2,2
610566,41.86647785,-87.70660368,0,2,2
610567,41.69515984,-87.64269697,0,2,2
610568,41.93943321,-87.70520632,0,2,2
610569,42.01717124,-87.80668177,0,2,2
610570,41.78302658,-87.68363453,0,2,2
610571,41.874673,-87.68784229,0,2,2
610574,41.75201588,-87.57588303,0,2,2
610582,41.76872909,-87.64628398,0,2,2
610580,41.90292503,-87.68788899,0,2,2
400168,41.74267138,-87.5599069,0,2,2
610572,41.75311714,-87.55051276,0,2,2
609774,41.92984985,-87.64641314,0,2,2
610184,41.84774672,-87.70018447,0,2,2
610101,41.89997649,-87.62929657,0,2,2
610515,41.95046051,-87.73067838,0,2,2
610573,41.7531149,-87.55180355,0,2,2
