SCHOOL_ID,X,Y
400009,-87.74009744,41.80757851
400010,-87.62584904,41.79612151
400011,-87.70523453,41.87724835
400012,-87.63547157,41.77080225
400013,-87.72709566,41.93729829
400015,-87.69552183,41.91249761
400017,-87.72182467,41.96640567
400018,-87.76189102,41.88420467
400019,-87.6266218,41.81927661
400020,-87.70769852,41.85855329
400021,-87.76532198,41.88232222
400022,-87.69494501,41.89937657
400023,-87.58792764,41.74317942
400024,-87.67024266,41.79404286
400025,-87.68135796,41.92241463
400026,-87.65756106,41.72024642
400027,-87.71049243,41.95089128
400028,-87.61688838,41.68443304
400029,-87.62206845,41.78361685
400030,-87.77674854,41.9216875
400031,-87.6926144,41.74536545
400032,-87.66897964,41.74838241
400033,-87.65576813,41.72122143
400034,-87.72650426,41.99024501
400035,-87.67481842,42.01303149
400036,-87.64977248,41.88055011
400038,-87.72502202,41.86495226
400039,-87.69436445,41.90677064
400040,-87.71764198,41.86207686
400041,-87.72195904,41.89731303
400042,-87.71030188,41.86931848
400043,-87.66807695,41.88336203
400044,-87.72107065,41.85836974
400045,-87.63105815,41.69804049
400046,-87.71067948,41.86727271
400047,-87.69873872,41.87786063
400048,-87.68656837,41.87468714
400049,-87.73034815,41.85685916
400050,-87.66772404,41.82569976
400051,-87.66262778,41.90019052
400052,-87.60197357,41.76408299
400053,-87.664483,41.89528219
400054,-87.73012672,41.91521411
400055,-87.66085887,41.89242501
400056,-87.71804677,41.89536226
400057,-87.67611093,41.86581741
400058,-87.70898711,41.85856355
400059,-87.7006806,41.86414584
400060,-87.67116042,41.98337144
400061,-87.65204509,41.74596083
400062,-87.65065702,41.74594902
400064,-87.6285309,41.85599911
400066,-87.62478772,41.82778386
400068,-87.76333693,41.87276043
400069,-87.70779647,41.89255017
400070,-87.66354081,41.90307018
400071,-87.66399583,41.77536737
400072,-87.60025455,41.75245849
400073,-87.62501515,41.80430933
400074,-87.66763901,41.76739011
400075,-87.60850078,41.82772608
400076,-87.59878627,41.81118287
400077,-87.59811392,41.7781297
400078,-87.60842562,41.8135473
400079,-87.73049512,41.81013479
400080,-87.73045044,41.80819981
400081,-87.66794917,41.85950401
400082,-87.69959365,41.93747578
400083,-87.6925509,41.85003541
400084,-87.69386164,41.79993019
400085,-87.73046685,41.80917079
400086,-87.63435669,41.78149782
400087,-87.6187238,41.84454381
400089,-87.6973941,41.80830882
400091,-87.6590948,41.86330141
400092,-87.6050391,41.65366345
400094,-87.55022237,41.74484911
400096,-87.66407247,41.90779718
400097,-87.67819526,41.87880881
400098,-87.62633828,41.88274026
400101,-87.69399616,41.82288374
400102,-87.66010654,41.86254002
400104,-87.68724016,41.84596659
400105,-87.61362865,41.83111753
400106,-87.6351167,41.7783695
400107,-87.54557989,41.73333313
400108,-87.60187328,41.65314106
400109,-87.66241565,41.72113646
400111,-87.66572106,41.74312177
400112,-87.70879678,41.80104241
400113,-87.6455615,41.9077968
400114,-87.68989563,41.90034364
400115,-87.69307532,41.77099172
400116,-87.67614673,41.7745716
400117,-87.65098673,41.73444162
400118,-87.71165423,41.86932808
400119,-87.73377838,41.88173276
400120,-87.78783044,41.91795168
400121,-87.68440568,42.01647588
400123,-87.7425389,41.88044719
400124,-87.62533077,41.84133117
400125,-87.72713736,41.9381866
400126,-87.70685988,41.90157241
400127,-87.76022118,41.89497639
400128,-87.72366217,41.86494335
400129,-87.6164773,41.80933109
400130,-87.64173119,41.75137711
400131,-87.69600602,41.9028497
400133,-87.62773415,41.88304717
400134,-87.64488798,41.85720786
400135,-87.69543001,41.85466466
400136,-87.5923332,41.7129221
400137,-87.59933994,41.8096955
400139,-87.57849167,41.74628657
400141,-87.65923929,41.96529482
400142,-87.6741384,41.87631673
400143,-87.7020528,41.89080312
609708,-87.75416654,41.93979677
400144,-87.74881029,41.90224003
400145,-87.62678147,41.83207206
400146,-87.74661384,41.89181614
400147,-87.65424794,41.69195334
400148,-87.68406494,41.84544602
400149,-87.71102498,41.80176225
400150,-87.60697991,41.73013139
400151,-87.70139735,41.88741029
400153,-87.69323838,41.81310945
400156,-87.60257332,41.70666686
400157,-87.55620144,41.73462237
400159,-87.75752153,41.92218116
400161,-87.61796787,41.67931844
400162,-87.74112863,41.93898843
400163,-87.63996733,41.79355627
400164,-87.68590261,41.84595667
400165,-87.7027039,41.8874127
400167,-87.68396339,41.79520095
400169,-87.76980777,41.92563027
400170,-87.62774253,41.88215248
400171,-87.65355219,41.69577858
400173,-87.70264475,41.80822579
400175,-87.55648708,41.75974864
400176,-87.69073009,41.76592892
400177,-87.70928683,41.86117419
609674,-87.57326752,41.73717393
609676,-87.61763744,41.84022557
609678,-87.62767532,41.87306592
609679,-87.76104832,41.9200594
609680,-87.63538477,41.90157517
609682,-87.66227785,41.80288138
609691,-87.73523756,41.91167369
609692,-87.63541037,41.74578123
609693,-87.70733231,41.8899772
609694,-87.72447046,41.79146391
609695,-87.67948422,41.97506726
609698,-87.72109745,41.74937561
609702,-87.68197316,41.8769423
609704,-87.70870563,41.84855988
609705,-87.63757205,41.68995073
609707,-87.63715272,41.7697138
609709,-87.68895394,41.79101284
609710,-87.62062344,41.71837235
609711,-87.6690893,41.77512408
609712,-87.60172727,41.75374796
609713,-87.58661501,41.78225693
609715,-87.69463866,41.81872906
609716,-87.73599882,41.9279184
609718,-87.78083976,41.78996125
609719,-87.66895269,41.95476407
609720,-87.69101263,41.94664457
609722,-87.69989559,41.87093896
609723,-87.70805007,41.87844409
609724,-87.7024964,41.98758868
609725,-87.66565755,41.69203501
609726,-87.61635261,41.69276253
609727,-87.61979635,41.82387997
609728,-87.71481862,41.96482788
609729,-87.73561211,41.94636454
609730,-87.66713619,41.98902854
609732,-87.78351523,41.93563359
609733,-87.66919215,42.00268756
609734,-87.79154725,41.98296099
609735,-87.64296648,41.80751007
609736,-87.61193073,41.80207723
609737,-87.71338625,41.97318505
609738,-87.64600936,41.91826831
609739,-87.5375703,41.68813694
609740,-87.66748287,41.89899471
609741,-87.71801374,41.78052639
609744,-87.72238622,41.98297252
609745,-87.67594677,41.75985243
609746,-87.59042089,41.80377212
609748,-87.69526102,41.84253335
609749,-87.7087078,41.98131528
609750,-87.66872223,41.86436548
609751,-87.60387386,41.81367545
609753,-87.71776967,41.69122074
609754,-87.61921554,41.83055498
609755,-87.66423334,41.87860253
609756,-87.72204165,41.80306021
609759,-87.68690615,41.90262579
609760,-87.59062038,41.65628995
609761,-87.60121588,41.70665962
609762,-87.65374921,41.70585894
609764,-87.66373245,41.8526666
609766,-87.76466317,41.9603638
609768,-87.64124411,41.79355347
609769,-87.62531482,41.84967542
609772,-87.53297604,41.6987388
609773,-87.65622867,41.9341263
609777,-87.65065316,41.83385391
609779,-87.68444183,42.01014998
609780,-87.72174232,41.91604463
609781,-87.62578339,41.80211261
609782,-87.68104105,41.94506223
609783,-87.68041756,41.86783229
609786,-87.59165381,41.74824699
609788,-87.65807422,41.70513101
609789,-87.73938835,41.93251058
609790,-87.67092713,41.75419385
609791,-87.65353242,41.77424645
609792,-87.70215096,41.95821984
609793,-87.64745284,41.78494238
609794,-87.70930367,41.9715061
609795,-87.77041753,41.86781257
609796,-87.75756504,41.97239395
609797,-87.70585481,41.88532104
609798,-87.73401973,41.95893849
609799,-87.68601824,41.9495298
609800,-87.61739046,41.71043495
609803,-87.66496784,41.95078052
609804,-87.69746282,42.00341161
609805,-87.66936565,41.74933916
609806,-87.55714197,41.75436513
609807,-87.70873128,41.75345719
609808,-87.63363214,41.68665997
609809,-87.6962942,41.9309661
609810,-87.79866892,41.94911439
609811,-87.56208423,41.69972622
609812,-87.67068239,41.88299678
609813,-87.62174597,41.77162036
609815,-87.57607486,41.76084748
609817,-87.69655603,41.97575433
609818,-87.78269957,41.91759814
609819,-87.61614052,41.79675956
609820,-87.66985312,41.93793747
609821,-87.56713059,41.71440206
609826,-87.71492701,41.84544988
609827,-87.60743532,41.72848064
609828,-87.6686606,41.91235791
609829,-87.69245663,41.82886791
609830,-87.76560566,41.89766257
609832,-87.79154448,41.79503097
609833,-87.58072903,41.73922636
609834,-87.71731895,41.84369812
609835,-87.71792664,41.90379212
609836,-87.8292957,41.94800703
609837,-87.59079501,41.78336832
609839,-87.69601208,41.74251663
609842,-87.68779954,41.79327214
609844,-87.62245275,41.78982791
609845,-87.59951563,41.65370212
609848,-87.60647385,41.65740497
609849,-87.70321549,41.68734706
609850,-87.65097987,41.95280951
609851,-87.69525937,41.86643525
609852,-87.68326359,41.9758943
609853,-87.69456225,41.91799265
609854,-87.68893676,41.89671269
609855,-87.685607,41.80165862
609856,-87.5446136,41.65455815
609857,-87.70644253,41.95204212
609859,-87.69835995,41.99254136
609861,-87.68089679,41.69302601
609862,-87.56596977,41.74141281
609863,-87.68193805,41.89956578
609864,-87.65977459,41.74523702
609865,-87.67776252,42.01708759
609866,-87.6837653,41.9555532
609867,-87.66722708,41.85603119
609869,-87.65716921,41.78468086
609870,-87.73119287,41.84560242
609871,-87.6856766,41.68819084
609872,-87.65798013,41.85602872
609873,-87.71247015,41.85266349
609874,-87.84104144,41.97371478
609875,-87.70541291,41.92332272
609876,-87.70020216,41.82185162
609879,-87.71735342,41.74507775
609880,-87.70461859,42.00928856
609883,-87.62334459,41.76249026
609884,-87.81313152,41.94255167
609885,-87.64265158,41.79564568
609887,-87.60997888,41.74366924
609888,-87.70379374,41.88918418
609891,-87.61227454,41.83112063
609893,-87.78760442,41.78095446
609894,-87.62855345,41.84404331
609895,-87.63016448,41.72560922
609896,-87.6744946,41.9159138
609897,-87.67554666,41.78122517
609898,-87.70795263,41.77442045
609899,-87.81116978,42.00440792
609900,-87.62165261,41.6854184
609901,-87.76184047,41.99943683
609902,-87.63430552,41.66944402
609903,-87.72585618,41.80554154
609904,-87.76658938,41.88552958
609907,-87.71580443,41.87574412
609908,-87.66915867,41.68941961
609909,-87.6813103,41.83155516
609910,-87.74933063,41.93578457
609912,-87.76607166,41.97979006
609917,-87.64041365,41.71118362
609918,-87.6699854,42.00966386
609919,-87.6086329,41.78518282
609920,-87.70511208,41.85077148
609921,-87.69600588,41.84794743
609922,-87.7568429,41.92015005
609924,-87.65548116,41.72967268
609925,-87.7021629,41.87016772
609926,-87.63551281,41.90659999
609927,-87.66809931,41.73842548
609928,-87.61178404,41.8180034
609929,-87.66843588,41.79758027
609930,-87.71689166,41.91761651
609933,-87.67193898,42.02109056
609935,-87.53517531,41.706801
609937,-87.79623511,41.97635166
609938,-87.71869664,41.83706515
609939,-87.62371944,41.72533228
609941,-87.67596551,41.76061413
609942,-87.6928997,41.92283101
609943,-87.62254566,41.67061754
609944,-87.55330671,41.662481
609945,-87.65791249,41.97581653
609947,-87.64334424,41.81330373
609949,-87.7571156,41.94876358
609950,-87.71719032,41.83879052
609951,-87.59750293,41.81117346
609952,-87.67149237,41.82966928
609954,-87.71866613,41.87074216
609955,-87.64502524,41.73892016
609956,-87.75880329,41.77546426
609958,-87.69936419,41.81300737
609959,-87.63380633,41.84995832
609960,-87.77657871,41.78019173
609961,-87.55186172,41.74375308
609963,-87.67086537,41.94521965
609964,-87.66117466,41.80724156
609966,-87.6962433,41.85271913
609967,-87.68566784,41.84921491
609968,-87.72393113,41.91481634
609969,-87.5868546,41.79344724
609971,-87.63273687,41.75734054
609972,-87.72312804,41.96402871
609973,-87.73431332,41.8413938
609974,-87.65770888,41.94227549
609975,-87.75581325,41.89917136
609976,-87.66850377,41.99454089
609977,-87.594392,41.77336553
609978,-87.60466041,41.70755762
609979,-87.64034075,41.83959486
609981,-87.74572606,41.808175
609983,-87.67332726,41.80711213
609985,-87.73580189,41.87866465
609986,-87.67188731,41.79059129
609987,-87.63366448,41.81578775
609988,-87.71563237,41.9589888
609990,-87.628615,41.86687451
609991,-87.71899385,41.8620813
609993,-87.67218159,41.8097703
609994,-87.71036161,41.97033524
609995,-87.77912305,41.9836717
609996,-87.65379167,41.83802739
609997,-87.64979536,41.79378765
610000,-87.75939838,41.89361221
610002,-87.5682281,41.73333775
610003,-87.65363345,41.74245163
610004,-87.61124446,41.70033514
610005,-87.73177739,41.86051774
610006,-87.71954083,41.76678528
610009,-87.65336555,41.87125482
610010,-87.67580972,41.9392475
610011,-87.70052942,41.98464078
610012,-87.64105556,41.90205484
610013,-87.66220943,41.85884888
610015,-87.65230159,41.85806478
610016,-87.67723251,41.72526344
610017,-87.69731554,41.84794072
610019,-87.64089203,41.77645281
610021,-87.71423365,41.90450277
610022,-87.66822247,42.00364046
610024,-87.71601741,41.84848777
610026,-87.7794826,41.78996463
610027,-87.63952072,41.72362691
610029,-87.66509327,41.90888613
610030,-87.60248145,41.79800188
610032,-87.65250014,41.71929195
610033,-87.63756486,41.91389953
610034,-87.71295679,41.86296002
610036,-87.75454995,41.90682605
610037,-87.65993282,41.79768483
610038,-87.6444973,41.92452482
610039,-87.70263467,41.94000928
610040,-87.74851501,41.9188141
610041,-87.79560407,41.93176235
610043,-87.78391885,41.91271803
610044,-87.710217,41.90651959
610046,-87.7771742,41.93419216
610047,-87.5907124,41.75954806
610048,-87.63982651,41.90824688
610051,-87.75815426,41.92015477
610052,-87.57481564,41.74827413
610053,-87.6970298,41.77388108
610054,-87.55248343,41.71658801
610055,-87.70809202,41.87971359
610056,-87.73167243,41.8568637
610057,-87.69211506,41.7809039
610059,-87.65728744,41.92320352
610060,-87.66098467,41.87429964
610062,-87.64110257,41.82999286
610063,-87.70630009,41.84226717
610065,-87.60935721,41.77542384
610066,-87.61921444,41.73454991
610067,-87.6917865,41.76814277
610068,-87.76151477,41.92395526
610070,-87.67628825,41.96784687
610073,-87.68318459,41.89208217
610074,-87.71922375,41.9299886
610075,-87.66644423,41.86472415
610076,-87.69694139,41.91250548
610077,-87.68854926,41.78431328
610078,-87.65157334,41.9490033
610081,-87.64133981,41.84440016
610082,-87.70580995,41.69573386
610083,-87.78963033,41.97012488
610084,-87.69727834,41.69717033
610086,-87.64765249,41.70195212
610087,-87.79060442,41.77655627
610088,-87.72188814,41.92090965
610089,-87.71683185,41.95007775
610090,-87.59334041,41.79853549
610091,-87.63895773,41.66487335
610092,-87.74793588,41.89180975
610093,-87.62093345,41.73840659
610094,-87.64456122,41.94163655
610095,-87.64599025,41.91394722
610096,-87.68913886,41.79771438
610097,-87.73142009,41.91958145
610098,-87.72995463,41.90615515
610099,-87.80297944,41.98815251
610100,-87.7324431,41.90690721
610102,-87.6454695,41.75467006
610103,-87.57280596,41.76860231
610104,-87.79310826,41.99379035
610105,-87.81205404,41.97850138
610106,-87.7312606,41.90013966
610107,-87.66542624,41.89180608
610108,-87.674865,41.77457107
610109,-87.70574909,41.74284992
610110,-87.61977966,41.82735527
610111,-87.73921295,41.97328939
610112,-87.63408586,41.7707798
610115,-87.61154559,41.76647654
610116,-87.58295438,41.76855519
610117,-87.73266646,41.78689538
610120,-87.71921626,41.78789897
610121,-87.68361565,41.87159549
610122,-87.66585004,41.98345579
610123,-87.72238555,41.85837242
610124,-87.59625662,41.72853414
610125,-87.68074454,41.84810094
610126,-87.61833765,41.83652695
610127,-87.71258258,41.98155714
610128,-87.64757717,41.70660286
610129,-87.68329074,41.8529004
610130,-87.60789114,41.74034023
610131,-87.69252575,41.8602589
610132,-87.60641917,41.70263
610133,-87.71879729,41.89323561
610135,-87.761007,41.95698764
610136,-87.6695275,41.9288411
610137,-87.77241417,41.96561907
610138,-87.68380143,41.91848628
610139,-87.60943097,41.68881935
610141,-87.67092242,41.96074569
610142,-87.59475207,41.79234788
610143,-87.60492543,41.80417379
610144,-87.71954054,41.94109399
610145,-87.76898262,41.9430189
610146,-87.60017682,41.76419586
610147,-87.69718539,42.01526505
610148,-87.66603693,41.80714283
610152,-87.61806645,41.75194558
610153,-87.6388427,41.73537939
610155,-87.74595144,41.99116925
610157,-87.70500578,41.7974982
610158,-87.79872071,41.91415063
610159,-87.73217878,41.9416776
610163,-87.81419465,42.01689164
610165,-87.76119047,41.93040332
610167,-87.66877201,41.81033324
610170,-87.70419859,41.81106861
610171,-87.55278794,41.73171692
610172,-87.65022145,41.79976621
610173,-87.63227938,41.79080024
610174,-87.68964724,41.81590949
610175,-87.59390494,41.80429402
610176,-87.65866905,41.69091888
610177,-87.65941898,41.87910254
610178,-87.59693188,41.71698887
610179,-87.78197454,41.95886804
610180,-87.65344503,41.86535102
610182,-87.72404263,41.99394233
610183,-87.75044473,41.8848764
610185,-87.73166568,41.74710688
610188,-87.6399736,41.69649616
610191,-87.68479279,41.99535905
610192,-87.7133175,41.91193808
610193,-87.54292761,41.74382852
610194,-87.73352395,41.87082838
610195,-87.67682117,41.71144507
610196,-87.65829608,41.98913906
610197,-87.67372272,41.89240461
610198,-87.53297077,41.71547038
610199,-87.65811084,41.67750545
610200,-87.54427998,41.73332424
610201,-87.7776313,41.94857131
610202,-87.73056639,41.88410224
610203,-87.70817918,41.78752323
610206,-87.7589284,41.7990464
610207,-87.66555862,41.72081703
610208,-87.62714769,41.69626235
610209,-87.72460522,41.971634
610212,-87.71060879,41.97150444
610213,-87.60101811,41.7734779
610215,-87.70506426,41.84095691
610216,-87.64808617,41.85483575
610217,-87.63535579,41.84398009
610218,-87.57535255,41.72676291
610219,-87.5360153,41.68813148
610220,-87.69133251,41.9643654
610221,-87.72752437,41.86991586
610223,-87.65820484,41.7650759
610225,-87.65538382,41.68390701
610226,-87.71098733,41.79234608
610227,-87.72554564,41.84008043
610228,-87.67339165,41.85048089
610229,-87.67776098,41.90705301
610230,-87.77834486,42.00749067
610231,-87.62930833,41.85279977
610234,-87.70028031,41.91503855
610235,-87.76714285,41.90679057
610237,-87.62713681,41.80913476
610238,-87.65301779,41.76536057
610239,-87.6722064,41.80234287
610242,-87.64974916,41.95998416
610244,-87.75332487,41.87288501
610245,-87.76766846,41.89036863
610246,-87.62569158,41.79846496
610248,-87.7781868,41.94305592
610249,-87.69026084,41.79404805
610250,-87.63363243,41.90141653
610251,-87.69918701,41.88294993
610252,-87.68031497,41.87986982
610254,-87.71574357,41.85888345
610256,-87.59906677,41.81734933
610257,-87.70510783,41.88917813
610263,-87.61721418,41.77990049
610268,-87.60117441,41.74018379
610269,-87.65475845,41.97094908
610271,-87.70224105,41.87381495
610274,-87.70313876,41.86183619
610276,-87.61661794,41.81435828
610279,-87.60679103,41.76067264
610281,-87.55678925,41.7603318
610282,-87.74673078,41.89781907
610284,-87.67316833,42.00770257
610287,-87.70960968,41.74235057
610290,-87.63727735,41.7727275
610291,-87.72888429,41.77530539
610293,-87.72466123,41.87879893
610295,-87.64699404,41.68103137
610298,-87.62804036,41.74718592
610299,-87.64133454,41.76533498
610300,-87.63475052,41.74886823
610304,-87.68696022,41.87911823
610305,-87.74927555,41.87358678
610308,-87.66947671,41.88356817
610312,-87.5895895,41.73313231
610313,-87.6857562,41.90529385
610315,-87.65053854,41.67230941
610316,-87.58218174,41.72610746
610317,-87.69207693,41.8239
610319,-87.66781651,41.82935562
610321,-87.71998812,41.95249186
610323,-87.55755003,41.73462672
610325,-87.70804088,41.9339702
610329,-87.67521046,41.85775481
610334,-87.71542312,41.88621006
610339,-87.64921669,41.75892473
610340,-87.77684657,41.94305449
610342,-87.68304994,41.90681581
610345,-87.60841877,41.8144988
610347,-87.6810612,41.77751051
610350,-87.57664295,41.72969236
610352,-87.72995529,41.73884394
610353,-87.71165364,41.82437733
610354,-87.70715073,41.96172106
610355,-87.66385296,41.96230777
610357,-87.69894611,41.8477617
610362,-87.63930547,41.71566536
610363,-87.64608274,41.95681613
610364,-87.61432001,41.65373298
610366,-87.64804432,41.7161933
610367,-87.76629755,41.87797883
610368,-87.62986866,41.70534232
610369,-87.64676673,41.73412547
610380,-87.62502998,41.8061176
610381,-87.62500447,41.80520417
610383,-87.73529947,41.83350727
610384,-87.73527796,41.83616882
610385,-87.7352833,41.83528187
610386,-87.66737777,41.80351472
610389,-87.72616633,41.89444883
610390,-87.66578851,41.98902071
610391,-87.67166185,41.7820408
610392,-87.73529222,41.83439662
610394,-87.65247335,41.96554746
610396,-87.70644465,41.76440708
610402,-87.69076139,41.94138764
610405,-87.67763611,41.88321452
610499,-87.70204159,41.86414857
610501,-87.76190895,41.88512294
610502,-87.68831372,41.87912346
610503,-87.72724438,41.86697963
610504,-87.67754185,41.82777491
610506,-87.63301879,41.7814849
610513,-87.63275698,41.82814532
610518,-87.76191637,41.88599329
610520,-87.67369603,41.90291446
610521,-87.66652988,41.77122111
610523,-87.81377123,41.99423795
610524,-87.68056201,41.93579456
610529,-87.65940468,41.89354764
610530,-87.5903961,41.76775511
610532,-87.71136992,41.79347933
610533,-87.76578057,41.92131758
610534,-87.6448415,41.90510912
610539,-87.77012726,41.93493062
610541,-87.72478312,41.94002591
610542,-87.70591721,42.00295899
610543,-87.71105882,41.79520056
610544,-87.73992023,41.77107907
610547,-87.57635264,41.75879166
610548,-87.66496913,41.86857588
610555,-87.75406405,41.89567773
610557,-87.70406007,41.73523902
610558,-87.70734535,41.7537498
610559,-87.68977977,41.80649141
610561,-87.68330135,41.87694744
610563,-87.67754137,41.80841254
610564,-87.72136351,41.95248767
610565,-87.64912435,41.76389597
610566,-87.70660368,41.86647785
610567,-87.64269697,41.69515984
610568,-87.70520632,41.93943321
610569,-87.80668177,42.01717124
610570,-87.68363453,41.78302658
610571,-87.68784229,41.874673
610574,-87.57588303,41.75201588
610582,-87.64628398,41.76872909
610580,-87.68788899,41.90292503
400168,-87.5599069,41.74267138
610572,-87.55051276,41.75311714
609774,-87.64641314,41.92984985
610184,-87.70018447,41.84774672
610101,-87.62929657,41.89997649
610515,-87.73067838,41.95046051
610573,-87.55180355,41.7531149
